list_id;list_name;parliament_id;district_id;list_level;list_number;party_id;list_length;list_votes_total_[source];list_type
DE_NT-BT_2017__DE_NT-BT_2017__Rheinland-Pfalz__Buendnis-Grundeinkommen;Buendnis-Grundeinkommen;DE_NT-BT_2017;DE_NT-BT_2017__Rheinland-Pfalz;DE_Rheinland-Pfalz;NA;DE_BGE_RE-RP;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Rheinland-Pfalz__FREIE-WaeHLER;FREIE-WaeHLER;DE_NT-BT_2017;DE_NT-BT_2017__Rheinland-Pfalz;DE_Rheinland-Pfalz;NA;DE_FW_RE-RP;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Rheinland-Pfalz__oekologisch-Demokratische-Partei;oekologisch-Demokratische-Partei;DE_NT-BT_2017;DE_NT-BT_2017__Rheinland-Pfalz;DE_Rheinland-Pfalz;NA;DE_OEDP_RE-RP;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Rheinland-Pfalz__Partei-fuer-Arbeit-Rechtsstaat-Tierschutz-Elitenfoerderung-und-basisdemokratische-Initiative;Partei-fuer-Arbeit-Rechtsstaat-Tierschutz-Elitenfoerderung-und-basisdemokratische-Initiative;DE_NT-BT_2017;DE_NT-BT_2017__Rheinland-Pfalz;DE_Rheinland-Pfalz;NA;DE_PARTEI_RE-RP;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saalfeld-Rudolstadt-Saale-Holzland-Kreis-Saale-Orla-Kreis__district-FDP;district-FDP;DE_NT-BT_2017;DE_NT-BT_2017__Saalfeld-Rudolstadt-Saale-Holzland-Kreis-Saale-Orla-Kreis;NA;NA;DE_FDP_RE-TH;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saalfeld-Rudolstadt-Saale-Holzland-Kreis-Saale-Orla-Kreis__district-AfD;district-AfD;DE_NT-BT_2017;DE_NT-BT_2017__Saalfeld-Rudolstadt-Saale-Holzland-Kreis-Saale-Orla-Kreis;NA;NA;DE_AfD_RE-TH;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saalfeld-Rudolstadt-Saale-Holzland-Kreis-Saale-Orla-Kreis__district-SPD;district-SPD;DE_NT-BT_2017;DE_NT-BT_2017__Saalfeld-Rudolstadt-Saale-Holzland-Kreis-Saale-Orla-Kreis;NA;NA;DE_SPD_RE-TH;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saalfeld-Rudolstadt-Saale-Holzland-Kreis-Saale-Orla-Kreis__district-none;district-none;DE_NT-BT_2017;DE_NT-BT_2017__Saalfeld-Rudolstadt-Saale-Holzland-Kreis-Saale-Orla-Kreis;NA;NA;DE_none_RE-TH;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saalfeld-Rudolstadt-Saale-Holzland-Kreis-Saale-Orla-Kreis__district-FW;district-FW;DE_NT-BT_2017;DE_NT-BT_2017__Saalfeld-Rudolstadt-Saale-Holzland-Kreis-Saale-Orla-Kreis;NA;NA;DE_FW_RE-TH;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saalfeld-Rudolstadt-Saale-Holzland-Kreis-Saale-Orla-Kreis__district-CDU;district-CDU;DE_NT-BT_2017;DE_NT-BT_2017__Saalfeld-Rudolstadt-Saale-Holzland-Kreis-Saale-Orla-Kreis;NA;NA;DE_CDU_RE-TH;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saarbruecken__district-NPD;district-NPD;DE_NT-BT_2017;DE_NT-BT_2017__Saarbruecken;NA;NA;DE_NPD_RE-SL;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saarbruecken__district-FW;district-FW;DE_NT-BT_2017;DE_NT-BT_2017__Saarbruecken;NA;NA;DE_FW_RE-SL;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saarbruecken__district-FDP;district-FDP;DE_NT-BT_2017;DE_NT-BT_2017__Saarbruecken;NA;NA;DE_FDP_RE-SL;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saarbruecken__district-AfD;district-AfD;DE_NT-BT_2017;DE_NT-BT_2017__Saarbruecken;NA;NA;DE_AfD_RE-SL;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saarbruecken__district-SPD;district-SPD;DE_NT-BT_2017;DE_NT-BT_2017__Saarbruecken;NA;NA;DE_SPD_RE-SL;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saarbruecken__district-Pi;district-Pi;DE_NT-BT_2017;DE_NT-BT_2017__Saarbruecken;NA;NA;DE_Pi_RE-SL;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saarbruecken__district-MLPD;district-MLPD;DE_NT-BT_2017;DE_NT-BT_2017__Saarbruecken;NA;NA;DE_MLPD_RE-SL;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saarbruecken__district-CDU;district-CDU;DE_NT-BT_2017;DE_NT-BT_2017__Saarbruecken;NA;NA;DE_CDU_RE-SL;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saarlouis__district-CDU;district-CDU;DE_NT-BT_2017;DE_NT-BT_2017__Saarlouis;NA;NA;DE_CDU_RE-SL;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saarlouis__district-PDV;district-PDV;DE_NT-BT_2017;DE_NT-BT_2017__Saarlouis;NA;NA;DE_PDV_RE-SL;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saarlouis__district-FDP;district-FDP;DE_NT-BT_2017;DE_NT-BT_2017__Saarlouis;NA;NA;DE_FDP_RE-SL;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saarlouis__district-FW;district-FW;DE_NT-BT_2017;DE_NT-BT_2017__Saarlouis;NA;NA;DE_FW_RE-SL;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saarlouis__district-PARTEI;district-PARTEI;DE_NT-BT_2017;DE_NT-BT_2017__Saarlouis;NA;NA;DE_PARTEI_RE-SL;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saarlouis__district-Pi;district-Pi;DE_NT-BT_2017;DE_NT-BT_2017__Saarlouis;NA;NA;DE_Pi_RE-SL;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saarlouis__district-AfD;district-AfD;DE_NT-BT_2017;DE_NT-BT_2017__Saarlouis;NA;NA;DE_AfD_RE-SL;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saarlouis__district-SPD;district-SPD;DE_NT-BT_2017;DE_NT-BT_2017__Saarlouis;NA;NA;DE_SPD_RE-SL;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saechsische-Schweiz-Osterzgebirge__district-CDU;district-CDU;DE_NT-BT_2017;DE_NT-BT_2017__Saechsische-Schweiz-Osterzgebirge;NA;NA;DE_CDU_RE-SN;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saechsische-Schweiz-Osterzgebirge__district-FDP;district-FDP;DE_NT-BT_2017;DE_NT-BT_2017__Saechsische-Schweiz-Osterzgebirge;NA;NA;DE_FDP_RE-SN;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saechsische-Schweiz-Osterzgebirge__district-none;district-none;DE_NT-BT_2017;DE_NT-BT_2017__Saechsische-Schweiz-Osterzgebirge;NA;NA;DE_none_RE-SN;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saechsische-Schweiz-Osterzgebirge__district-BueSo;district-BueSo;DE_NT-BT_2017;DE_NT-BT_2017__Saechsische-Schweiz-Osterzgebirge;NA;NA;DE_BueSo_RE-SN;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saechsische-Schweiz-Osterzgebirge__district-AfD;district-AfD;DE_NT-BT_2017;DE_NT-BT_2017__Saechsische-Schweiz-Osterzgebirge;NA;NA;DE_AfD_RE-SN;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saechsische-Schweiz-Osterzgebirge__district-SPD;district-SPD;DE_NT-BT_2017;DE_NT-BT_2017__Saechsische-Schweiz-Osterzgebirge;NA;NA;DE_SPD_RE-SN;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Salzgitter-Wolfenbuettel__district-SPD;district-SPD;DE_NT-BT_2017;DE_NT-BT_2017__Salzgitter-Wolfenbuettel;NA;NA;DE_SPD_RE-NI;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Salzgitter-Wolfenbuettel__district-Pi;district-Pi;DE_NT-BT_2017;DE_NT-BT_2017__Salzgitter-Wolfenbuettel;NA;NA;DE_Pi_RE-NI;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Salzgitter-Wolfenbuettel__district-none;district-none;DE_NT-BT_2017;DE_NT-BT_2017__Salzgitter-Wolfenbuettel;NA;NA;DE_none_RE-NI;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Salzgitter-Wolfenbuettel__district-CDU;district-CDU;DE_NT-BT_2017;DE_NT-BT_2017__Salzgitter-Wolfenbuettel;NA;NA;DE_CDU_RE-NI;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Salzgitter-Wolfenbuettel__district-FDP;district-FDP;DE_NT-BT_2017;DE_NT-BT_2017__Salzgitter-Wolfenbuettel;NA;NA;DE_FDP_RE-NI;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Salzgitter-Wolfenbuettel__district-AfD;district-AfD;DE_NT-BT_2017;DE_NT-BT_2017__Salzgitter-Wolfenbuettel;NA;NA;DE_AfD_RE-NI;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwaebisch-Hall-Hohenlohe__district-FDP;district-FDP;DE_NT-BT_2017;DE_NT-BT_2017__Schwaebisch-Hall-Hohenlohe;NA;NA;DE_FDP_RE-BW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwaebisch-Hall-Hohenlohe__district-Pi;district-Pi;DE_NT-BT_2017;DE_NT-BT_2017__Schwaebisch-Hall-Hohenlohe;NA;NA;DE_Pi_RE-BW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwaebisch-Hall-Hohenlohe__district-MLPD;district-MLPD;DE_NT-BT_2017;DE_NT-BT_2017__Schwaebisch-Hall-Hohenlohe;NA;NA;DE_MLPD_RE-BW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwaebisch-Hall-Hohenlohe__district-SPD;district-SPD;DE_NT-BT_2017;DE_NT-BT_2017__Schwaebisch-Hall-Hohenlohe;NA;NA;DE_SPD_RE-BW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwaebisch-Hall-Hohenlohe__district-AfD;district-AfD;DE_NT-BT_2017;DE_NT-BT_2017__Schwaebisch-Hall-Hohenlohe;NA;NA;DE_AfD_RE-BW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwaebisch-Hall-Hohenlohe__district-CDU;district-CDU;DE_NT-BT_2017;DE_NT-BT_2017__Schwaebisch-Hall-Hohenlohe;NA;NA;DE_CDU_RE-BW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwaebisch-Hall-Hohenlohe__district-OEDP;district-OEDP;DE_NT-BT_2017;DE_NT-BT_2017__Schwaebisch-Hall-Hohenlohe;NA;NA;DE_OEDP_RE-BW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwalm-Eder__district-SPD;district-SPD;DE_NT-BT_2017;DE_NT-BT_2017__Schwalm-Eder;NA;NA;DE_SPD_RE-HE;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwalm-Eder__district-AfD;district-AfD;DE_NT-BT_2017;DE_NT-BT_2017__Schwalm-Eder;NA;NA;DE_AfD_RE-HE;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwalm-Eder__district-FDP;district-FDP;DE_NT-BT_2017;DE_NT-BT_2017__Schwalm-Eder;NA;NA;DE_FDP_RE-HE;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwalm-Eder__district-FW;district-FW;DE_NT-BT_2017;DE_NT-BT_2017__Schwalm-Eder;NA;NA;DE_FW_RE-HE;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwalm-Eder__district-CDU;district-CDU;DE_NT-BT_2017;DE_NT-BT_2017__Schwalm-Eder;NA;NA;DE_CDU_RE-HE;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwandorf__district-FW;district-FW;DE_NT-BT_2017;DE_NT-BT_2017__Schwandorf;NA;NA;DE_FW_RE-BY;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwandorf__district-none;district-none;DE_NT-BT_2017;DE_NT-BT_2017__Schwandorf;NA;NA;DE_none_RE-BY;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwandorf__district-CSU;district-CSU;DE_NT-BT_2017;DE_NT-BT_2017__Schwandorf;NA;NA;DE_CSU_RE-BY;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwandorf__district-OEDP;district-OEDP;DE_NT-BT_2017;DE_NT-BT_2017__Schwandorf;NA;NA;DE_OEDP_RE-BY;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwandorf__district-SPD;district-SPD;DE_NT-BT_2017;DE_NT-BT_2017__Schwandorf;NA;NA;DE_SPD_RE-BY;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwandorf__district-FDP;district-FDP;DE_NT-BT_2017;DE_NT-BT_2017__Schwandorf;NA;NA;DE_FDP_RE-BY;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwarzwald-Baar__district-FW;district-FW;DE_NT-BT_2017;DE_NT-BT_2017__Schwarzwald-Baar;NA;NA;DE_FW_RE-BW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwarzwald-Baar__district-CDU;district-CDU;DE_NT-BT_2017;DE_NT-BT_2017__Schwarzwald-Baar;NA;NA;DE_CDU_RE-BW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwarzwald-Baar__district-FDP;district-FDP;DE_NT-BT_2017;DE_NT-BT_2017__Schwarzwald-Baar;NA;NA;DE_FDP_RE-BW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwarzwald-Baar__district-MLPD;district-MLPD;DE_NT-BT_2017;DE_NT-BT_2017__Schwarzwald-Baar;NA;NA;DE_MLPD_RE-BW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwarzwald-Baar__district-SPD;district-SPD;DE_NT-BT_2017;DE_NT-BT_2017__Schwarzwald-Baar;NA;NA;DE_SPD_RE-BW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwarzwald-Baar__district-NPD;district-NPD;DE_NT-BT_2017;DE_NT-BT_2017__Schwarzwald-Baar;NA;NA;DE_NPD_RE-BW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwarzwald-Baar__district-AfD;district-AfD;DE_NT-BT_2017;DE_NT-BT_2017__Schwarzwald-Baar;NA;NA;DE_AfD_RE-BW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwarzwald-Baar__district-none;district-none;DE_NT-BT_2017;DE_NT-BT_2017__Schwarzwald-Baar;NA;NA;DE_none_RE-BW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schweinfurt__district-BP;district-BP;DE_NT-BT_2017;DE_NT-BT_2017__Schweinfurt;NA;NA;DE_BP_RE-BY;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schweinfurt__district-OEDP;district-OEDP;DE_NT-BT_2017;DE_NT-BT_2017__Schweinfurt;NA;NA;DE_OEDP_RE-BY;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schweinfurt__district-SPD;district-SPD;DE_NT-BT_2017;DE_NT-BT_2017__Schweinfurt;NA;NA;DE_SPD_RE-BY;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schweinfurt__district-AfD;district-AfD;DE_NT-BT_2017;DE_NT-BT_2017__Schweinfurt;NA;NA;DE_AfD_RE-BY;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schweinfurt__district-MLPD;district-MLPD;DE_NT-BT_2017;DE_NT-BT_2017__Schweinfurt;NA;NA;DE_MLPD_RE-BY;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schweinfurt__district-FDP;district-FDP;DE_NT-BT_2017;DE_NT-BT_2017__Schweinfurt;NA;NA;DE_FDP_RE-BY;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schweinfurt__district-CSU;district-CSU;DE_NT-BT_2017;DE_NT-BT_2017__Schweinfurt;NA;NA;DE_CSU_RE-BY;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwerin-Ludwigslust-Parchim-I-Nordwestmecklenburg-I__district-AfD;district-AfD;DE_NT-BT_2017;DE_NT-BT_2017__Schwerin-Ludwigslust-Parchim-I-Nordwestmecklenburg-I;NA;NA;DE_AfD_RE-MV;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwerin-Ludwigslust-Parchim-I-Nordwestmecklenburg-I__district-MLPD;district-MLPD;DE_NT-BT_2017;DE_NT-BT_2017__Schwerin-Ludwigslust-Parchim-I-Nordwestmecklenburg-I;NA;NA;DE_MLPD_RE-MV;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwerin-Ludwigslust-Parchim-I-Nordwestmecklenburg-I__district-NPD;district-NPD;DE_NT-BT_2017;DE_NT-BT_2017__Schwerin-Ludwigslust-Parchim-I-Nordwestmecklenburg-I;NA;NA;DE_NPD_RE-MV;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwerin-Ludwigslust-Parchim-I-Nordwestmecklenburg-I__district-CDU;district-CDU;DE_NT-BT_2017;DE_NT-BT_2017__Schwerin-Ludwigslust-Parchim-I-Nordwestmecklenburg-I;NA;NA;DE_CDU_RE-MV;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwerin-Ludwigslust-Parchim-I-Nordwestmecklenburg-I__district-FDP;district-FDP;DE_NT-BT_2017;DE_NT-BT_2017__Schwerin-Ludwigslust-Parchim-I-Nordwestmecklenburg-I;NA;NA;DE_FDP_RE-MV;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwerin-Ludwigslust-Parchim-I-Nordwestmecklenburg-I__district-none;district-none;DE_NT-BT_2017;DE_NT-BT_2017__Schwerin-Ludwigslust-Parchim-I-Nordwestmecklenburg-I;NA;NA;DE_none_RE-MV;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwerin-Ludwigslust-Parchim-I-Nordwestmecklenburg-I__district-SPD;district-SPD;DE_NT-BT_2017;DE_NT-BT_2017__Schwerin-Ludwigslust-Parchim-I-Nordwestmecklenburg-I;NA;NA;DE_SPD_RE-MV;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schwerin-Ludwigslust-Parchim-I-Nordwestmecklenburg-I__district-FW;district-FW;DE_NT-BT_2017;DE_NT-BT_2017__Schwerin-Ludwigslust-Parchim-I-Nordwestmecklenburg-I;NA;NA;DE_FW_RE-MV;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Segeberg-Stormarn-Mitte__district-AfD;district-AfD;DE_NT-BT_2017;DE_NT-BT_2017__Segeberg-Stormarn-Mitte;NA;NA;DE_AfD_RE-SH;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Segeberg-Stormarn-Mitte__district-FDP;district-FDP;DE_NT-BT_2017;DE_NT-BT_2017__Segeberg-Stormarn-Mitte;NA;NA;DE_FDP_RE-SH;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Segeberg-Stormarn-Mitte__district-FW;district-FW;DE_NT-BT_2017;DE_NT-BT_2017__Segeberg-Stormarn-Mitte;NA;NA;DE_FW_RE-SH;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Segeberg-Stormarn-Mitte__district-CDU;district-CDU;DE_NT-BT_2017;DE_NT-BT_2017__Segeberg-Stormarn-Mitte;NA;NA;DE_CDU_RE-SH;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Segeberg-Stormarn-Mitte__district-SPD;district-SPD;DE_NT-BT_2017;DE_NT-BT_2017__Segeberg-Stormarn-Mitte;NA;NA;DE_SPD_RE-SH;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schleswig-Holstein__Alternative-fuer-Deutschland;Alternative-fuer-Deutschland;DE_NT-BT_2017;DE_NT-BT_2017__Schleswig-Holstein;DE_Schleswig-Holstein;NA;DE_AfD_RE-SH;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schleswig-Holstein__Buendnis-Grundeinkommen;Buendnis-Grundeinkommen;DE_NT-BT_2017;DE_NT-BT_2017__Schleswig-Holstein;DE_Schleswig-Holstein;NA;DE_BGE_RE-SH;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schleswig-Holstein__FREIE-WaeHLER;FREIE-WaeHLER;DE_NT-BT_2017;DE_NT-BT_2017__Schleswig-Holstein;DE_Schleswig-Holstein;NA;DE_FW_RE-SH;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schleswig-Holstein__oekologisch-Demokratische-Partei;oekologisch-Demokratische-Partei;DE_NT-BT_2017;DE_NT-BT_2017__Schleswig-Holstein;DE_Schleswig-Holstein;NA;DE_OEDP_RE-SH;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Schleswig-Holstein__Partei-fuer-Arbeit-Rechtsstaat-Tierschutz-Elitenfoerderung-und-basisdemokratische-Initiative;Partei-fuer-Arbeit-Rechtsstaat-Tierschutz-Elitenfoerderung-und-basisdemokratische-Initiative;DE_NT-BT_2017;DE_NT-BT_2017__Schleswig-Holstein;DE_Schleswig-Holstein;NA;DE_PARTEI_RE-SH;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Siegen-Wittgenstein__district-AfD;district-AfD;DE_NT-BT_2017;DE_NT-BT_2017__Siegen-Wittgenstein;NA;NA;DE_AfD_RE-NW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Siegen-Wittgenstein__district-SPD;district-SPD;DE_NT-BT_2017;DE_NT-BT_2017__Siegen-Wittgenstein;NA;NA;DE_SPD_RE-NW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Siegen-Wittgenstein__district-none;district-none;DE_NT-BT_2017;DE_NT-BT_2017__Siegen-Wittgenstein;NA;NA;DE_none_RE-NW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Siegen-Wittgenstein__district-PARTEI;district-PARTEI;DE_NT-BT_2017;DE_NT-BT_2017__Siegen-Wittgenstein;NA;NA;DE_PARTEI_RE-NW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Siegen-Wittgenstein__district-CDU;district-CDU;DE_NT-BT_2017;DE_NT-BT_2017__Siegen-Wittgenstein;NA;NA;DE_CDU_RE-NW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Siegen-Wittgenstein__district-OEDP;district-OEDP;DE_NT-BT_2017;DE_NT-BT_2017__Siegen-Wittgenstein;NA;NA;DE_OEDP_RE-NW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Siegen-Wittgenstein__district-FDP;district-FDP;DE_NT-BT_2017;DE_NT-BT_2017__Siegen-Wittgenstein;NA;NA;DE_FDP_RE-NW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saarland__Alternative-fuer-Deutschland;Alternative-fuer-Deutschland;DE_NT-BT_2017;DE_NT-BT_2017__Saarland;DE_Saarland;NA;DE_AfD_RE-SL;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saarland__Buendnis-Grundeinkommen;Buendnis-Grundeinkommen;DE_NT-BT_2017;DE_NT-BT_2017__Saarland;DE_Saarland;NA;DE_BGE_RE-SL;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saarland__FREIE-WaeHLER;FREIE-WaeHLER;DE_NT-BT_2017;DE_NT-BT_2017__Saarland;DE_Saarland;NA;DE_FW_RE-SL;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Saarland__Partei-fuer-Arbeit-Rechtsstaat-Tierschutz-Elitenfoerderung-und-basisdemokratische-Initiative;Partei-fuer-Arbeit-Rechtsstaat-Tierschutz-Elitenfoerderung-und-basisdemokratische-Initiative;DE_NT-BT_2017;DE_NT-BT_2017__Saarland;DE_Saarland;NA;DE_PARTEI_RE-SL;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Sachsen__Alternative-fuer-Deutschland;Alternative-fuer-Deutschland;DE_NT-BT_2017;DE_NT-BT_2017__Sachsen;DE_Sachsen;NA;DE_AfD_RE-SN;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Sachsen__Buendnis-Grundeinkommen;Buendnis-Grundeinkommen;DE_NT-BT_2017;DE_NT-BT_2017__Sachsen;DE_Sachsen;NA;DE_BGE_RE-SN;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Sachsen__Buergerrechtsbewegung-Solidaritaet;Buergerrechtsbewegung-Solidaritaet;DE_NT-BT_2017;DE_NT-BT_2017__Sachsen;DE_Sachsen;NA;DE_BueSo_RE-SN;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Sachsen__FREIE-WaeHLER;FREIE-WaeHLER;DE_NT-BT_2017;DE_NT-BT_2017__Sachsen;DE_Sachsen;NA;DE_FW_RE-SN;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Sachsen__oekologisch-Demokratische-Partei;oekologisch-Demokratische-Partei;DE_NT-BT_2017;DE_NT-BT_2017__Sachsen;DE_Sachsen;NA;DE_OEDP_RE-SN;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Sachsen__Partei-fuer-Arbeit-Rechtsstaat-Tierschutz-Elitenfoerderung-und-basisdemokratische-Initiative;Partei-fuer-Arbeit-Rechtsstaat-Tierschutz-Elitenfoerderung-und-basisdemokratische-Initiative;DE_NT-BT_2017;DE_NT-BT_2017__Sachsen;DE_Sachsen;NA;DE_PARTEI_RE-SN;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Soest__district-AfD;district-AfD;DE_NT-BT_2017;DE_NT-BT_2017__Soest;NA;NA;DE_AfD_RE-NW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Soest__district-FDP;district-FDP;DE_NT-BT_2017;DE_NT-BT_2017__Soest;NA;NA;DE_FDP_RE-NW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Soest__district-SPD;district-SPD;DE_NT-BT_2017;DE_NT-BT_2017__Soest;NA;NA;DE_SPD_RE-NW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Soest__district-none;district-none;DE_NT-BT_2017;DE_NT-BT_2017__Soest;NA;NA;DE_none_RE-NW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Soest__district-CDU;district-CDU;DE_NT-BT_2017;DE_NT-BT_2017__Soest;NA;NA;DE_CDU_RE-NW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Solingen-Remscheid-Wuppertal-II__district-MLPD;district-MLPD;DE_NT-BT_2017;DE_NT-BT_2017__Solingen-Remscheid-Wuppertal-II;NA;NA;DE_MLPD_RE-NW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Solingen-Remscheid-Wuppertal-II__district-CDU;district-CDU;DE_NT-BT_2017;DE_NT-BT_2017__Solingen-Remscheid-Wuppertal-II;NA;NA;DE_CDU_RE-NW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Solingen-Remscheid-Wuppertal-II__district-AfD;district-AfD;DE_NT-BT_2017;DE_NT-BT_2017__Solingen-Remscheid-Wuppertal-II;NA;NA;DE_AfD_RE-NW;NA;;
DE_NT-BT_2017__DE_NT-BT_2017__Solingen-Remscheid-Wuppertal-II__district-FDP;district-FDP;DE_NT-BT_2017;DE_NT-BT_2017__Solingen-Remscheid-Wuppertal-II;NA;NA;DE_FDP_RE-NW;NA;;
